Corpus numéro : 1			
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : soleil plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : balles plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : lamelles plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : balle plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 0	base + collocatif : noyaux plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : cartouches plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : billes plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 0	base + collocatif : boulet plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : bille plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : plaque plomb
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : coupole plomb
accuracy modèle : 95.0 % 	 accuracy système baseline : 90.0 % 		
			
Corpus numéro : 2			
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : silence plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : silence plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : silence plomb
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : silence plomb
