Corpus numéro : 1			
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colère saine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : colères saines
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 1	base + collocatif : colères saines
résultat attendu : 1	résultat obtenu : 0	résultat baseline : 1	base + collocatif : vie saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : personne saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : peau saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : nourriture saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : chair saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : écorces saines
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : dents saines
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : bouche saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : jambe saine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : feuilles saines
accuracy modèle : 60.0 % 	 accuracy système baseline : 50.0 % 		
			
Corpus numéro : 2			
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 0	résultat obtenu : 0	résultat baseline : 0	base + collocatif : observateur fin
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : bretelles fines
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : peau fine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : couche fine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : robe fine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : lames fines
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : feuilles fines
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : moustaches fines
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 1	base + collocatif : laine fine
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 0	base + collocatif : tissu fin
résultat attendu : 1	résultat obtenu : 1	résultat baseline : 0	base + collocatif : matelas fin
accuracy modèle : 65.0 % 	 accuracy système baseline : 90.0 % 		
			
Corpus numéro : 3			
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : ouïe fine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : ouïe fine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : ouïe fine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : ouïe fine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : ouïe fine
résultat attendu : 0	résultat obtenu : 1	résultat baseline : 1	base + collocatif : ouïe fine
